,1,2,3,4,5,6,7,8,9,10
1,1.0000000000000002,0.49913718658749806,0.5444711108315189,0.6700703342736218,0.15426587495244098,0.5649659817775501,0.4858338015809735,0.3980810970615512,0.5305581090772911,0.5306686305052325
2,0.49913718658749806,0.9999999999999999,0.24467801294064767,0.5578655678293358,0.5879595229486279,0.30382181012509996,0.19379255804998177,0.3796283011826483,0.30116930096841704,0.6454972243679029
3,0.5444711108315189,0.24467801294064767,0.9999999999999999,0.822903218501698,0.4349653672613928,0.21519044333785323,0.7602042145115968,0.08380754741901122,0.3141499997733563,0.13300124481435105
4,0.6700703342736218,0.5578655678293358,0.822903218501698,1.0000000000000002,0.46821228504881324,0.38520846960085353,0.7756717518813396,0.24753688574416854,0.2749286996141075,0.36664796061524685
5,0.15426587495244098,0.5879595229486279,0.4349653672613928,0.46821228504881324,0.9999999999999999,0.3610705962030112,0.36923979765054316,0.20353137525332635,0.40689656852360684,0.04845015831115092
6,0.5649659817775501,0.30382181012509996,0.21519044333785323,0.38520846960085353,0.3610705962030112,1.0,0.3170375695604868,0.0,0.366007208697342,0.435813633640409
7,0.4858338015809735,0.19379255804998177,0.7602042145115968,0.7756717518813396,0.36923979765054316,0.3170375695604868,0.9999999999999999,0.0,0.2020305089104421,0.0
8,0.3980810970615512,0.3796283011826483,0.08380754741901122,0.24753688574416854,0.20353137525332635,0.0,0.0,0.9999999999999999,0.661494542692534,0.28005601680560194
9,0.5305581090772911,0.30116930096841704,0.3141499997733563,0.2749286996141075,0.40689656852360684,0.366007208697342,0.2020305089104421,0.661494542692534,1.0,0.07776157913597391
10,0.5306686305052325,0.6454972243679029,0.13300124481435105,0.36664796061524685,0.04845015831115092,0.435813633640409,0.0,0.28005601680560194,0.07776157913597391,1.0
